COUNTRY,DATE,SYMPTOM,DEATHS
Aleppo,4/17/2009,others,0
Aleppo,4/18/2009,abdominal pain,0
Aleppo,4/18/2009,abscess,0
Aleppo,4/18/2009,injury,0
Aleppo,4/18/2009,bleeding,0
Aleppo,4/18/2009,body pain,0
Aleppo,4/18/2009,breathing,0
Aleppo,4/18/2009,chest,0
Aleppo,4/18/2009,cough,0
Aleppo,4/18/2009,cramp,0
Aleppo,4/18/2009,deficit,0
Aleppo,4/18/2009,diabetic,0
Aleppo,4/18/2009,diarrhea,0
Aleppo,4/18/2009,dizziness,0
Aleppo,4/18/2009,fatigue,0
Aleppo,4/18/2009,fever,0
Aleppo,4/18/2009,headache,0
Aleppo,4/18/2009,infections,0
Aleppo,4/18/2009,laceration,0
Aleppo,4/18/2009,migraine,0
Aleppo,4/18/2009,pregnant,0
Aleppo,4/18/2009,rash,0
Aleppo,4/18/2009,urinate,0
Aleppo,4/18/2009,vaginal,0
Aleppo,4/18/2009,vision,0
Aleppo,4/18/2009,vomiting,0
Aleppo,4/18/2009,Heart Problems,0
Aleppo,4/18/2009,Vocal Problems,0
Aleppo,4/18/2009,others,0
Aleppo,4/19/2009,abdominal pain,0
Aleppo,4/19/2009,abscess,0
Aleppo,4/19/2009,injury,0
Aleppo,4/19/2009,bleeding,0
Aleppo,4/19/2009,body pain,1
Aleppo,4/19/2009,breathing,0
Aleppo,4/19/2009,chest,0
Aleppo,4/19/2009,cough,0
Aleppo,4/19/2009,cramp,0
Aleppo,4/19/2009,deficit,0
Aleppo,4/19/2009,diabetic,0
Aleppo,4/19/2009,diarrhea,0
Aleppo,4/19/2009,dizziness,0
Aleppo,4/19/2009,fatigue,0
Aleppo,4/19/2009,fever,0
Aleppo,4/19/2009,headache,0
Aleppo,4/19/2009,infections,0
Aleppo,4/19/2009,laceration,0
Aleppo,4/19/2009,migraine,0
Aleppo,4/19/2009,pregnant,0
Aleppo,4/19/2009,rash,0
Aleppo,4/19/2009,urinate,0
Aleppo,4/19/2009,vaginal,0
Aleppo,4/19/2009,vision,0
Aleppo,4/19/2009,vomiting,1
Aleppo,4/19/2009,Heart Problems,0
Aleppo,4/19/2009,Vocal Problems,0
Aleppo,4/19/2009,others,3
Aleppo,4/20/2009,abdominal pain,0
Aleppo,4/20/2009,abscess,0
Aleppo,4/20/2009,injury,1
Aleppo,4/20/2009,bleeding,0
Aleppo,4/20/2009,body pain,6
Aleppo,4/20/2009,breathing,0
Aleppo,4/20/2009,chest,0
Aleppo,4/20/2009,cough,3
Aleppo,4/20/2009,cramp,0
Aleppo,4/20/2009,deficit,0
Aleppo,4/20/2009,diabetic,0
Aleppo,4/20/2009,diarrhea,0
Aleppo,4/20/2009,dizziness,0
Aleppo,4/20/2009,fatigue,0
Aleppo,4/20/2009,fever,2
Aleppo,4/20/2009,headache,0
Aleppo,4/20/2009,infections,0
Aleppo,4/20/2009,laceration,0
Aleppo,4/20/2009,migraine,0
Aleppo,4/20/2009,pregnant,0
Aleppo,4/20/2009,rash,0
Aleppo,4/20/2009,urinate,0
Aleppo,4/20/2009,vaginal,0
Aleppo,4/20/2009,vision,0
Aleppo,4/20/2009,vomiting,0
Aleppo,4/20/2009,Heart Problems,0
Aleppo,4/20/2009,Vocal Problems,0
Aleppo,4/20/2009,others,6
Aleppo,4/21/2009,abdominal pain,0
Aleppo,4/21/2009,abscess,0
Aleppo,4/21/2009,injury,0
Aleppo,4/21/2009,bleeding,0
Aleppo,4/21/2009,body pain,5
Aleppo,4/21/2009,breathing,0
Aleppo,4/21/2009,chest,0
Aleppo,4/21/2009,cough,1
Aleppo,4/21/2009,cramp,0
Aleppo,4/21/2009,deficit,0
Aleppo,4/21/2009,diabetic,0
Aleppo,4/21/2009,diarrhea,0
Aleppo,4/21/2009,dizziness,0
Aleppo,4/21/2009,fatigue,0
Aleppo,4/21/2009,fever,0
Aleppo,4/21/2009,headache,0
Aleppo,4/21/2009,infections,0
Aleppo,4/21/2009,laceration,0
Aleppo,4/21/2009,migraine,0
Aleppo,4/21/2009,pregnant,0
Aleppo,4/21/2009,rash,0
Aleppo,4/21/2009,urinate,0
Aleppo,4/21/2009,vaginal,0
Aleppo,4/21/2009,vision,0
Aleppo,4/21/2009,vomiting,0
Aleppo,4/21/2009,Heart Problems,0
Aleppo,4/21/2009,Vocal Problems,0
Aleppo,4/21/2009,others,6
Aleppo,4/22/2009,abdominal pain,0
Aleppo,4/22/2009,abscess,0
Aleppo,4/22/2009,injury,0
Aleppo,4/22/2009,bleeding,0
Aleppo,4/22/2009,body pain,6
Aleppo,4/22/2009,breathing,0
Aleppo,4/22/2009,chest,0
Aleppo,4/22/2009,cough,0
Aleppo,4/22/2009,cramp,0
Aleppo,4/22/2009,deficit,0
Aleppo,4/22/2009,diabetic,0
Aleppo,4/22/2009,diarrhea,0
Aleppo,4/22/2009,dizziness,0
Aleppo,4/22/2009,fatigue,0
Aleppo,4/22/2009,fever,3
Aleppo,4/22/2009,headache,1
Aleppo,4/22/2009,infections,0
Aleppo,4/22/2009,laceration,0
Aleppo,4/22/2009,migraine,0
Aleppo,4/22/2009,pregnant,0
Aleppo,4/22/2009,rash,0
Aleppo,4/22/2009,urinate,0
Aleppo,4/22/2009,vaginal,0
Aleppo,4/22/2009,vision,2
Aleppo,4/22/2009,vomiting,1
Aleppo,4/22/2009,Heart Problems,1
Aleppo,4/22/2009,Vocal Problems,0
Aleppo,4/22/2009,others,9
Aleppo,4/23/2009,abdominal pain,0
Aleppo,4/23/2009,abscess,0
Aleppo,4/23/2009,injury,1
Aleppo,4/23/2009,bleeding,0
Aleppo,4/23/2009,body pain,2
Aleppo,4/23/2009,breathing,0
Aleppo,4/23/2009,chest,0
Aleppo,4/23/2009,cough,1
Aleppo,4/23/2009,cramp,0
Aleppo,4/23/2009,deficit,0
Aleppo,4/23/2009,diabetic,0
Aleppo,4/23/2009,diarrhea,0
Aleppo,4/23/2009,dizziness,0
Aleppo,4/23/2009,fatigue,0
Aleppo,4/23/2009,fever,1
Aleppo,4/23/2009,headache,1
Aleppo,4/23/2009,infections,0
Aleppo,4/23/2009,laceration,0
Aleppo,4/23/2009,migraine,0
Aleppo,4/23/2009,pregnant,0
Aleppo,4/23/2009,rash,0
Aleppo,4/23/2009,urinate,1
Aleppo,4/23/2009,vaginal,0
Aleppo,4/23/2009,vision,0
Aleppo,4/23/2009,vomiting,1
Aleppo,4/23/2009,Heart Problems,1
Aleppo,4/23/2009,Vocal Problems,0
Aleppo,4/23/2009,others,10
Aleppo,4/24/2009,abdominal pain,0
Aleppo,4/24/2009,abscess,0
Aleppo,4/24/2009,injury,2
Aleppo,4/24/2009,bleeding,1
Aleppo,4/24/2009,body pain,8
Aleppo,4/24/2009,breathing,0
Aleppo,4/24/2009,chest,0
Aleppo,4/24/2009,cough,2
Aleppo,4/24/2009,cramp,0
Aleppo,4/24/2009,deficit,0
Aleppo,4/24/2009,diabetic,0
Aleppo,4/24/2009,diarrhea,0
Aleppo,4/24/2009,dizziness,0
Aleppo,4/24/2009,fatigue,0
Aleppo,4/24/2009,fever,3
Aleppo,4/24/2009,headache,1
Aleppo,4/24/2009,infections,0
Aleppo,4/24/2009,laceration,0
Aleppo,4/24/2009,migraine,0
Aleppo,4/24/2009,pregnant,0
Aleppo,4/24/2009,rash,0
Aleppo,4/24/2009,urinate,0
Aleppo,4/24/2009,vaginal,0
Aleppo,4/24/2009,vision,0
Aleppo,4/24/2009,vomiting,1
Aleppo,4/24/2009,Heart Problems,0
Aleppo,4/24/2009,Vocal Problems,0
Aleppo,4/24/2009,others,13
Aleppo,4/25/2009,abdominal pain,1
Aleppo,4/25/2009,abscess,0
Aleppo,4/25/2009,injury,4
Aleppo,4/25/2009,bleeding,0
Aleppo,4/25/2009,body pain,11
Aleppo,4/25/2009,breathing,0
Aleppo,4/25/2009,chest,0
Aleppo,4/25/2009,cough,0
Aleppo,4/25/2009,cramp,0
Aleppo,4/25/2009,deficit,0
Aleppo,4/25/2009,diabetic,0
Aleppo,4/25/2009,diarrhea,0
Aleppo,4/25/2009,dizziness,0
Aleppo,4/25/2009,fatigue,0
Aleppo,4/25/2009,fever,3
Aleppo,4/25/2009,headache,1
Aleppo,4/25/2009,infections,0
Aleppo,4/25/2009,laceration,1
Aleppo,4/25/2009,migraine,0
Aleppo,4/25/2009,pregnant,0
Aleppo,4/25/2009,rash,0
Aleppo,4/25/2009,urinate,0
Aleppo,4/25/2009,vaginal,0
Aleppo,4/25/2009,vision,0
Aleppo,4/25/2009,vomiting,1
Aleppo,4/25/2009,Heart Problems,0
Aleppo,4/25/2009,Vocal Problems,0
Aleppo,4/25/2009,others,22
Aleppo,4/26/2009,abdominal pain,3
Aleppo,4/26/2009,abscess,0
Aleppo,4/26/2009,injury,1
Aleppo,4/26/2009,bleeding,1
Aleppo,4/26/2009,body pain,9
Aleppo,4/26/2009,breathing,0
Aleppo,4/26/2009,chest,0
Aleppo,4/26/2009,cough,0
Aleppo,4/26/2009,cramp,0
Aleppo,4/26/2009,deficit,0
Aleppo,4/26/2009,diabetic,0
Aleppo,4/26/2009,diarrhea,0
Aleppo,4/26/2009,dizziness,0
Aleppo,4/26/2009,fatigue,0
Aleppo,4/26/2009,fever,4
Aleppo,4/26/2009,headache,0
Aleppo,4/26/2009,infections,0
Aleppo,4/26/2009,laceration,0
Aleppo,4/26/2009,migraine,0
Aleppo,4/26/2009,pregnant,0
Aleppo,4/26/2009,rash,0
Aleppo,4/26/2009,urinate,1
Aleppo,4/26/2009,vaginal,0
Aleppo,4/26/2009,vision,1
Aleppo,4/26/2009,vomiting,2
Aleppo,4/26/2009,Heart Problems,1
Aleppo,4/26/2009,Vocal Problems,0
Aleppo,4/26/2009,others,10
Aleppo,4/27/2009,abdominal pain,0
Aleppo,4/27/2009,abscess,0
Aleppo,4/27/2009,injury,1
Aleppo,4/27/2009,bleeding,1
Aleppo,4/27/2009,body pain,6
Aleppo,4/27/2009,breathing,0
Aleppo,4/27/2009,chest,0
Aleppo,4/27/2009,cough,0
Aleppo,4/27/2009,cramp,0
Aleppo,4/27/2009,deficit,0
Aleppo,4/27/2009,diabetic,0
Aleppo,4/27/2009,diarrhea,0
Aleppo,4/27/2009,dizziness,0
Aleppo,4/27/2009,fatigue,0
Aleppo,4/27/2009,fever,1
Aleppo,4/27/2009,headache,1
Aleppo,4/27/2009,infections,0
Aleppo,4/27/2009,laceration,1
Aleppo,4/27/2009,migraine,0
Aleppo,4/27/2009,pregnant,0
Aleppo,4/27/2009,rash,0
Aleppo,4/27/2009,urinate,1
Aleppo,4/27/2009,vaginal,0
Aleppo,4/27/2009,vision,1
Aleppo,4/27/2009,vomiting,0
Aleppo,4/27/2009,Heart Problems,0
Aleppo,4/27/2009,Vocal Problems,0
Aleppo,4/27/2009,others,11
Aleppo,4/28/2009,abdominal pain,1
Aleppo,4/28/2009,abscess,0
Aleppo,4/28/2009,injury,2
Aleppo,4/28/2009,bleeding,1
Aleppo,4/28/2009,body pain,5
Aleppo,4/28/2009,breathing,0
Aleppo,4/28/2009,chest,0
Aleppo,4/28/2009,cough,0
Aleppo,4/28/2009,cramp,0
Aleppo,4/28/2009,deficit,0
Aleppo,4/28/2009,diabetic,0
Aleppo,4/28/2009,diarrhea,0
Aleppo,4/28/2009,dizziness,0
Aleppo,4/28/2009,fatigue,0
Aleppo,4/28/2009,fever,4
Aleppo,4/28/2009,headache,0
Aleppo,4/28/2009,infections,0
Aleppo,4/28/2009,laceration,0
Aleppo,4/28/2009,migraine,0
Aleppo,4/28/2009,pregnant,0
Aleppo,4/28/2009,rash,0
Aleppo,4/28/2009,urinate,0
Aleppo,4/28/2009,vaginal,0
Aleppo,4/28/2009,vision,0
Aleppo,4/28/2009,vomiting,2
Aleppo,4/28/2009,Heart Problems,0
Aleppo,4/28/2009,Vocal Problems,0
Aleppo,4/28/2009,others,12
Aleppo,4/29/2009,abdominal pain,1
Aleppo,4/29/2009,abscess,0
Aleppo,4/29/2009,injury,2
Aleppo,4/29/2009,bleeding,0
Aleppo,4/29/2009,body pain,3
Aleppo,4/29/2009,breathing,0
Aleppo,4/29/2009,chest,0
Aleppo,4/29/2009,cough,1
Aleppo,4/29/2009,cramp,0
Aleppo,4/29/2009,deficit,0
Aleppo,4/29/2009,diabetic,0
Aleppo,4/29/2009,diarrhea,0
Aleppo,4/29/2009,dizziness,1
Aleppo,4/29/2009,fatigue,0
Aleppo,4/29/2009,fever,1
Aleppo,4/29/2009,headache,0
Aleppo,4/29/2009,infections,0
Aleppo,4/29/2009,laceration,0
Aleppo,4/29/2009,migraine,0
Aleppo,4/29/2009,pregnant,0
Aleppo,4/29/2009,rash,0
Aleppo,4/29/2009,urinate,0
Aleppo,4/29/2009,vaginal,0
Aleppo,4/29/2009,vision,0
Aleppo,4/29/2009,vomiting,2
Aleppo,4/29/2009,Heart Problems,0
Aleppo,4/29/2009,Vocal Problems,0
Aleppo,4/29/2009,others,13
Aleppo,4/30/2009,abdominal pain,3
Aleppo,4/30/2009,abscess,0
Aleppo,4/30/2009,injury,1
Aleppo,4/30/2009,bleeding,1
Aleppo,4/30/2009,body pain,5
Aleppo,4/30/2009,breathing,0
Aleppo,4/30/2009,chest,0
Aleppo,4/30/2009,cough,0
Aleppo,4/30/2009,cramp,0
Aleppo,4/30/2009,deficit,0
Aleppo,4/30/2009,diabetic,0
Aleppo,4/30/2009,diarrhea,0
Aleppo,4/30/2009,dizziness,1
Aleppo,4/30/2009,fatigue,0
Aleppo,4/30/2009,fever,0
Aleppo,4/30/2009,headache,0
Aleppo,4/30/2009,infections,0
Aleppo,4/30/2009,laceration,0
Aleppo,4/30/2009,migraine,0
Aleppo,4/30/2009,pregnant,0
Aleppo,4/30/2009,rash,0
Aleppo,4/30/2009,urinate,0
Aleppo,4/30/2009,vaginal,0
Aleppo,4/30/2009,vision,1
Aleppo,4/30/2009,vomiting,2
Aleppo,4/30/2009,Heart Problems,0
Aleppo,4/30/2009,Vocal Problems,0
Aleppo,4/30/2009,others,11
Aleppo,5/1/2009,abdominal pain,3
Aleppo,5/1/2009,abscess,0
Aleppo,5/1/2009,injury,5
Aleppo,5/1/2009,bleeding,1
Aleppo,5/1/2009,body pain,12
Aleppo,5/1/2009,breathing,0
Aleppo,5/1/2009,chest,0
Aleppo,5/1/2009,cough,0
Aleppo,5/1/2009,cramp,0
Aleppo,5/1/2009,deficit,0
Aleppo,5/1/2009,diabetic,0
Aleppo,5/1/2009,diarrhea,0
Aleppo,5/1/2009,dizziness,0
Aleppo,5/1/2009,fatigue,0
Aleppo,5/1/2009,fever,2
Aleppo,5/1/2009,headache,1
Aleppo,5/1/2009,infections,0
Aleppo,5/1/2009,laceration,0
Aleppo,5/1/2009,migraine,0
Aleppo,5/1/2009,pregnant,0
Aleppo,5/1/2009,rash,0
Aleppo,5/1/2009,urinate,0
Aleppo,5/1/2009,vaginal,0
Aleppo,5/1/2009,vision,0
Aleppo,5/1/2009,vomiting,6
Aleppo,5/1/2009,Heart Problems,0
Aleppo,5/1/2009,Vocal Problems,0
Aleppo,5/1/2009,others,13
Aleppo,5/2/2009,abdominal pain,12
Aleppo,5/2/2009,abscess,0
Aleppo,5/2/2009,injury,3
Aleppo,5/2/2009,bleeding,2
Aleppo,5/2/2009,body pain,16
Aleppo,5/2/2009,breathing,0
Aleppo,5/2/2009,chest,0
Aleppo,5/2/2009,cough,1
Aleppo,5/2/2009,cramp,0
Aleppo,5/2/2009,deficit,0
Aleppo,5/2/2009,diabetic,0
Aleppo,5/2/2009,diarrhea,0
Aleppo,5/2/2009,dizziness,0
Aleppo,5/2/2009,fatigue,0
Aleppo,5/2/2009,fever,7
Aleppo,5/2/2009,headache,1
Aleppo,5/2/2009,infections,0
Aleppo,5/2/2009,laceration,0
Aleppo,5/2/2009,migraine,0
Aleppo,5/2/2009,pregnant,0
Aleppo,5/2/2009,rash,0
Aleppo,5/2/2009,urinate,0
Aleppo,5/2/2009,vaginal,0
Aleppo,5/2/2009,vision,0
Aleppo,5/2/2009,vomiting,10
Aleppo,5/2/2009,Heart Problems,0
Aleppo,5/2/2009,Vocal Problems,0
Aleppo,5/2/2009,others,13
Aleppo,5/3/2009,abdominal pain,14
Aleppo,5/3/2009,abscess,0
Aleppo,5/3/2009,injury,2
Aleppo,5/3/2009,bleeding,8
Aleppo,5/3/2009,body pain,16
Aleppo,5/3/2009,breathing,1
Aleppo,5/3/2009,chest,0
Aleppo,5/3/2009,cough,0
Aleppo,5/3/2009,cramp,0
Aleppo,5/3/2009,deficit,0
Aleppo,5/3/2009,diabetic,0
Aleppo,5/3/2009,diarrhea,0
Aleppo,5/3/2009,dizziness,0
Aleppo,5/3/2009,fatigue,0
Aleppo,5/3/2009,fever,21
Aleppo,5/3/2009,headache,0
Aleppo,5/3/2009,infections,0
Aleppo,5/3/2009,laceration,1
Aleppo,5/3/2009,migraine,0
Aleppo,5/3/2009,pregnant,0
Aleppo,5/3/2009,rash,0
Aleppo,5/3/2009,urinate,1
Aleppo,5/3/2009,vaginal,0
Aleppo,5/3/2009,vision,0
Aleppo,5/3/2009,vomiting,47
Aleppo,5/3/2009,Heart Problems,0
Aleppo,5/3/2009,Vocal Problems,0
Aleppo,5/3/2009,others,38
Aleppo,5/4/2009,abdominal pain,37
Aleppo,5/4/2009,abscess,0
Aleppo,5/4/2009,injury,2
Aleppo,5/4/2009,bleeding,9
Aleppo,5/4/2009,body pain,44
Aleppo,5/4/2009,breathing,0
Aleppo,5/4/2009,chest,0
Aleppo,5/4/2009,cough,1
Aleppo,5/4/2009,cramp,0
Aleppo,5/4/2009,deficit,0
Aleppo,5/4/2009,diabetic,0
Aleppo,5/4/2009,diarrhea,0
Aleppo,5/4/2009,dizziness,0
Aleppo,5/4/2009,fatigue,0
Aleppo,5/4/2009,fever,18
Aleppo,5/4/2009,headache,0
Aleppo,5/4/2009,infections,0
Aleppo,5/4/2009,laceration,1
Aleppo,5/4/2009,migraine,0
Aleppo,5/4/2009,pregnant,0
Aleppo,5/4/2009,rash,0
Aleppo,5/4/2009,urinate,0
Aleppo,5/4/2009,vaginal,0
Aleppo,5/4/2009,vision,0
Aleppo,5/4/2009,vomiting,51
Aleppo,5/4/2009,Heart Problems,0
Aleppo,5/4/2009,Vocal Problems,0
Aleppo,5/4/2009,others,31
Aleppo,5/5/2009,abdominal pain,144
Aleppo,5/5/2009,abscess,0
Aleppo,5/5/2009,injury,7
Aleppo,5/5/2009,bleeding,40
Aleppo,5/5/2009,body pain,150
Aleppo,5/5/2009,breathing,0
Aleppo,5/5/2009,chest,0
Aleppo,5/5/2009,cough,1
Aleppo,5/5/2009,cramp,0
Aleppo,5/5/2009,deficit,0
Aleppo,5/5/2009,diabetic,0
Aleppo,5/5/2009,diarrhea,0
Aleppo,5/5/2009,dizziness,1
Aleppo,5/5/2009,fatigue,0
Aleppo,5/5/2009,fever,51
Aleppo,5/5/2009,headache,8
Aleppo,5/5/2009,infections,0
Aleppo,5/5/2009,laceration,0
Aleppo,5/5/2009,migraine,0
Aleppo,5/5/2009,pregnant,0
Aleppo,5/5/2009,rash,0
Aleppo,5/5/2009,urinate,0
Aleppo,5/5/2009,vaginal,0
Aleppo,5/5/2009,vision,0
Aleppo,5/5/2009,vomiting,174
Aleppo,5/5/2009,Heart Problems,1
Aleppo,5/5/2009,Vocal Problems,0
Aleppo,5/5/2009,others,100
Aleppo,5/6/2009,abdominal pain,157
Aleppo,5/6/2009,abscess,0
Aleppo,5/6/2009,injury,15
Aleppo,5/6/2009,bleeding,38
Aleppo,5/6/2009,body pain,168
Aleppo,5/6/2009,breathing,0
Aleppo,5/6/2009,chest,0
Aleppo,5/6/2009,cough,2
Aleppo,5/6/2009,cramp,0
Aleppo,5/6/2009,deficit,0
Aleppo,5/6/2009,diabetic,0
Aleppo,5/6/2009,diarrhea,0
Aleppo,5/6/2009,dizziness,1
Aleppo,5/6/2009,fatigue,0
Aleppo,5/6/2009,fever,71
Aleppo,5/6/2009,headache,2
Aleppo,5/6/2009,infections,0
Aleppo,5/6/2009,laceration,0
Aleppo,5/6/2009,migraine,0
Aleppo,5/6/2009,pregnant,0
Aleppo,5/6/2009,rash,0
Aleppo,5/6/2009,urinate,0
Aleppo,5/6/2009,vaginal,2
Aleppo,5/6/2009,vision,1
Aleppo,5/6/2009,vomiting,220
Aleppo,5/6/2009,Heart Problems,0
Aleppo,5/6/2009,Vocal Problems,0
Aleppo,5/6/2009,others,139
Aleppo,5/7/2009,abdominal pain,197
Aleppo,5/7/2009,abscess,0
Aleppo,5/7/2009,injury,21
Aleppo,5/7/2009,bleeding,46
Aleppo,5/7/2009,body pain,206
Aleppo,5/7/2009,breathing,0
Aleppo,5/7/2009,chest,0
Aleppo,5/7/2009,cough,0
Aleppo,5/7/2009,cramp,0
Aleppo,5/7/2009,deficit,0
Aleppo,5/7/2009,diabetic,0
Aleppo,5/7/2009,diarrhea,0
Aleppo,5/7/2009,dizziness,0
Aleppo,5/7/2009,fatigue,0
Aleppo,5/7/2009,fever,80
Aleppo,5/7/2009,headache,5
Aleppo,5/7/2009,infections,0
Aleppo,5/7/2009,laceration,2
Aleppo,5/7/2009,migraine,0
Aleppo,5/7/2009,pregnant,0
Aleppo,5/7/2009,rash,0
Aleppo,5/7/2009,urinate,0
Aleppo,5/7/2009,vaginal,1
Aleppo,5/7/2009,vision,0
Aleppo,5/7/2009,vomiting,261
Aleppo,5/7/2009,Heart Problems,0
Aleppo,5/7/2009,Vocal Problems,0
Aleppo,5/7/2009,others,147
Aleppo,5/8/2009,abdominal pain,252
Aleppo,5/8/2009,abscess,1
Aleppo,5/8/2009,injury,23
Aleppo,5/8/2009,bleeding,63
Aleppo,5/8/2009,body pain,263
Aleppo,5/8/2009,breathing,0
Aleppo,5/8/2009,chest,0
Aleppo,5/8/2009,cough,0
Aleppo,5/8/2009,cramp,0
Aleppo,5/8/2009,deficit,0
Aleppo,5/8/2009,diabetic,0
Aleppo,5/8/2009,diarrhea,0
Aleppo,5/8/2009,dizziness,0
Aleppo,5/8/2009,fatigue,0
Aleppo,5/8/2009,fever,108
Aleppo,5/8/2009,headache,18
Aleppo,5/8/2009,infections,0
Aleppo,5/8/2009,laceration,0
Aleppo,5/8/2009,migraine,0
Aleppo,5/8/2009,pregnant,0
Aleppo,5/8/2009,rash,0
Aleppo,5/8/2009,urinate,0
Aleppo,5/8/2009,vaginal,1
Aleppo,5/8/2009,vision,0
Aleppo,5/8/2009,vomiting,316
Aleppo,5/8/2009,Heart Problems,0
Aleppo,5/8/2009,Vocal Problems,0
Aleppo,5/8/2009,others,165
Aleppo,5/9/2009,abdominal pain,273
Aleppo,5/9/2009,abscess,0
Aleppo,5/9/2009,injury,22
Aleppo,5/9/2009,bleeding,67
Aleppo,5/9/2009,body pain,267
Aleppo,5/9/2009,breathing,0
Aleppo,5/9/2009,chest,0
Aleppo,5/9/2009,cough,0
Aleppo,5/9/2009,cramp,0
Aleppo,5/9/2009,deficit,0
Aleppo,5/9/2009,diabetic,0
Aleppo,5/9/2009,diarrhea,0
Aleppo,5/9/2009,dizziness,0
Aleppo,5/9/2009,fatigue,0
Aleppo,5/9/2009,fever,107
Aleppo,5/9/2009,headache,11
Aleppo,5/9/2009,infections,0
Aleppo,5/9/2009,laceration,1
Aleppo,5/9/2009,migraine,0
Aleppo,5/9/2009,pregnant,1
Aleppo,5/9/2009,rash,0
Aleppo,5/9/2009,urinate,0
Aleppo,5/9/2009,vaginal,2
Aleppo,5/9/2009,vision,1
Aleppo,5/9/2009,vomiting,376
Aleppo,5/9/2009,Heart Problems,0
Aleppo,5/9/2009,Vocal Problems,0
Aleppo,5/9/2009,others,205
Aleppo,5/10/2009,abdominal pain,331
Aleppo,5/10/2009,abscess,0
Aleppo,5/10/2009,injury,21
Aleppo,5/10/2009,bleeding,77
Aleppo,5/10/2009,body pain,347
Aleppo,5/10/2009,breathing,0
Aleppo,5/10/2009,chest,0
Aleppo,5/10/2009,cough,0
Aleppo,5/10/2009,cramp,0
Aleppo,5/10/2009,deficit,0
Aleppo,5/10/2009,diabetic,0
Aleppo,5/10/2009,diarrhea,0
Aleppo,5/10/2009,dizziness,1
Aleppo,5/10/2009,fatigue,0
Aleppo,5/10/2009,fever,140
Aleppo,5/10/2009,headache,13
Aleppo,5/10/2009,infections,0
Aleppo,5/10/2009,laceration,0
Aleppo,5/10/2009,migraine,0
Aleppo,5/10/2009,pregnant,1
Aleppo,5/10/2009,rash,0
Aleppo,5/10/2009,urinate,0
Aleppo,5/10/2009,vaginal,1
Aleppo,5/10/2009,vision,0
Aleppo,5/10/2009,vomiting,413
Aleppo,5/10/2009,Heart Problems,0
Aleppo,5/10/2009,Vocal Problems,0
Aleppo,5/10/2009,others,248
Aleppo,5/11/2009,abdominal pain,391
Aleppo,5/11/2009,abscess,0
Aleppo,5/11/2009,injury,24
Aleppo,5/11/2009,bleeding,90
Aleppo,5/11/2009,body pain,407
Aleppo,5/11/2009,breathing,0
Aleppo,5/11/2009,chest,0
Aleppo,5/11/2009,cough,1
Aleppo,5/11/2009,cramp,0
Aleppo,5/11/2009,deficit,0
Aleppo,5/11/2009,diabetic,0
Aleppo,5/11/2009,diarrhea,0
Aleppo,5/11/2009,dizziness,0
Aleppo,5/11/2009,fatigue,0
Aleppo,5/11/2009,fever,178
Aleppo,5/11/2009,headache,10
Aleppo,5/11/2009,infections,0
Aleppo,5/11/2009,laceration,0
Aleppo,5/11/2009,migraine,0
Aleppo,5/11/2009,pregnant,0
Aleppo,5/11/2009,rash,0
Aleppo,5/11/2009,urinate,0
